Date,Area,SKU,Sales_Value,Units,Promo_Type
2024-03-08,East,SKU-007,1378.01,59,None
2024-03-08,East,SKU-008,9390.63,178,BOGO
2024-03-08,East,SKU-009,1120.28,20,None
2024-03-08,East,SKU-010,6307.39,80,Discount
2024-03-08,West,SKU-001,2504.35,37,BOGO
2024-03-08,West,SKU-002,709.56,13,None
2024-03-08,West,SKU-003,3247.68,208,Discount
2024-03-08,West,SKU-004,3017.93,44,Bundle
2024-03-08,West,SKU-005,3698.82,77,Discount
2024-03-08,West,SKU-006,1834.67,54,Bundle
2024-03-08,West,SKU-007,1391.96,39,None
2024-03-08,West,SKU-008,4516.9,64,None
2024-03-08,West,SKU-009,1658.21,57,Bundle
2024-03-08,West,SKU-010,5990.64,151,Discount
2024-03-09,North,SKU-001,2334.42,37,BOGO
2024-03-09,North,SKU-002,1277.53,69,Discount
2024-03-09,North,SKU-003,3775.06,60,None
2024-03-09,North,SKU-004,5025.81,86,Discount
2024-03-09,North,SKU-005,3342.33,66,None
2024-03-09,North,SKU-006,3056.69,66,BOGO
2024-03-09,North,SKU-007,2835.9,70,BOGO
2024-03-09,North,SKU-008,7618.13,101,Discount
2024-03-09,North,SKU-009,2318.26,64,Flash Sale
2024-03-09,North,SKU-010,5411.45,88,None
2024-03-09,South,SKU-001,2338.97,44,Bundle
2024-03-09,South,SKU-002,1184.32,34,Bundle
2024-03-09,South,SKU-003,2920.07,43,None
2024-03-09,South,SKU-004,4606.36,295,Discount
2024-03-09,South,SKU-005,2992.86,37,None
2024-03-09,South,SKU-006,1874.25,23,None
2024-03-09,South,SKU-007,1880.59,88,None
2024-03-09,South,SKU-008,6755.57,366,Bundle
2024-03-09,South,SKU-009,2413.97,30,BOGO
2024-03-09,South,SKU-010,8099.68,356,Flash Sale
2024-03-09,East,SKU-001,3204.71,53,Flash Sale
2024-03-09,East,SKU-002,896.43,22,None
2024-03-09,East,SKU-003,3670.6,51,None
2024-03-09,East,SKU-004,5199.94,90,Flash Sale
2024-03-09,East,SKU-005,3596.55,159,BOGO
2024-03-09,East,SKU-006,1963.1,33,None
2024-03-09,East,SKU-007,1820.34,34,Discount
2024-03-09,East,SKU-008,7047.2,111,Bundle
2024-03-09,East,SKU-009,1386.89,17,None
2024-03-09,East,SKU-010,8292.2,358,Flash Sale
2024-03-09,West,SKU-001,2237.69,30,BOGO
2024-03-09,West,SKU-002,812.81,13,None
2024-03-09,West,SKU-003,6417.59,128,Flash Sale
2024-03-09,West,SKU-004,3227.46,46,Bundle
2024-03-09,West,SKU-005,3076.88,108,None
2024-03-09,West,SKU-006,1719.76,31,None
2024-03-09,West,SKU-007,1288.86,29,None
2024-03-09,West,SKU-008,8098.69,346,BOGO
2024-03-09,West,SKU-009,2160.48,104,Discount
2024-03-09,West,SKU-010,7580.39,438,Discount
2024-03-10,North,SKU-001,1698.57,43,None
2024-03-10,North,SKU-002,818.8,10,None
2024-03-10,North,SKU-003,2971.04,165,None
2024-03-10,North,SKU-004,4478.11,101,Discount
2024-03-10,North,SKU-005,3915.1,79,Bundle
2024-03-10,North,SKU-006,3288.53,68,BOGO
2024-03-10,North,SKU-007,1711.32,95,None
2024-03-10,North,SKU-008,5216.72,151,None
2024-03-10,North,SKU-009,2408.71,44,Discount
2024-03-10,North,SKU-010,6890.08,208,Discount
2024-03-10,South,SKU-001,2671.24,84,Flash Sale
2024-03-10,South,SKU-002,1701.28,66,Flash Sale
2024-03-10,South,SKU-003,3578.76,113,Bundle
2024-03-10,South,SKU-004,6719.74,276,Flash Sale
2024-03-10,South,SKU-005,3239.21,51,Discount
2024-03-10,South,SKU-006,2997.01,58,Discount
2024-03-10,South,SKU-007,1555.18,62,None
2024-03-10,South,SKU-008,10776.38,138,Flash Sale
2024-03-10,South,SKU-009,1692.07,73,Discount
2024-03-10,South,SKU-010,5096.55,122,None
2024-03-10,East,SKU-001,2863.05,74,BOGO
2024-03-10,East,SKU-002,1502.03,61,BOGO
2024-03-10,East,SKU-003,4206.28,196,Discount
2024-03-10,East,SKU-004,4005.69,183,Discount
2024-03-10,East,SKU-005,2431.25,38,None
2024-03-10,East,SKU-006,2858.31,42,Discount
2024-03-10,East,SKU-007,1625.41,26,None
2024-03-10,East,SKU-008,8516.6,156,Discount
2024-03-10,East,SKU-009,1262.85,16,None
2024-03-10,East,SKU-010,7867.59,116,Flash Sale
2024-03-10,West,SKU-001,3189.56,136,Flash Sale
2024-03-10,West,SKU-002,907.88,14,None
2024-03-10,West,SKU-003,2831.41,54,None
2024-03-10,West,SKU-004,3457.09,55,Discount
2024-03-10,West,SKU-005,4840.75,155,BOGO
2024-03-10,West,SKU-006,4055.89,150,Flash Sale
2024-03-10,West,SKU-007,2877.81,60,BOGO
2024-03-10,West,SKU-008,9855.31,201,Discount
2024-03-10,West,SKU-009,1877.49,26,Discount
2024-03-10,West,SKU-010,6397.56,181,Discount
2024-03-11,North,SKU-001,1488.07,74,None
2024-03-11,North,SKU-002,1160.98,45,Discount
2024-03-11,North,SKU-003,2295.55,68,None
2024-03-11,North,SKU-004,3659.61,233,Bundle
2024-03-11,North,SKU-005,4736.42,62,Flash Sale
2024-03-11,North,SKU-006,1629.63,33,None
2024-03-11,North,SKU-007,1288.37,23,None
2024-03-11,North,SKU-008,5392.49,88,None
2024-03-11,North,SKU-009,1740.8,27,BOGO
2024-03-11,North,SKU-010,4125.91,53,None
2024-03-11,South,SKU-001,1719.67,44,Discount
2024-03-11,South,SKU-002,707.85,9,None
2024-03-11,South,SKU-003,5221.3,200,Flash Sale
2024-03-11,South,SKU-004,2343.57,39,None
2024-03-11,South,SKU-005,2132.51,45,None
2024-03-11,South,SKU-006,2036.2,32,Discount
2024-03-11,South,SKU-007,2256.58,64,Flash Sale
2024-03-11,South,SKU-008,5832.08,79,None
2024-03-11,South,SKU-009,1296.72,84,Bundle
2024-03-11,South,SKU-010,4790.11,126,Bundle
2024-03-11,East,SKU-001,1327.12,21,None
2024-03-11,East,SKU-002,1259.77,58,Flash Sale
2024-03-11,East,SKU-003,3145.92,63,Bundle
2024-03-11,East,SKU-004,2416.5,32,None
2024-03-11,East,SKU-005,2007.32,34,None
2024-03-11,East,SKU-006,2273.24,57,Discount
2024-03-11,East,SKU-007,2080.99,77,BOGO
2024-03-11,East,SKU-008,5865.38,134,Discount
2024-03-11,East,SKU-009,1362.47,35,Bundle
2024-03-11,East,SKU-010,6030.59,83,Flash Sale
2024-03-11,West,SKU-001,1668.95,49,Discount
2024-03-11,West,SKU-002,674.3,10,None
2024-03-11,West,SKU-003,2378.94,85,None
2024-03-11,West,SKU-004,3856.84,48,Bundle
2024-03-11,West,SKU-005,2254.52,44,None
2024-03-11,West,SKU-006,1527.92,23,None
2024-03-11,West,SKU-007,2545.99,33,Flash Sale
2024-03-11,West,SKU-008,8045.93,104,Flash Sale
2024-03-11,West,SKU-009,1030.74,27,None
2024-03-11,West,SKU-010,4379.11,144,None
2024-03-12,North,SKU-001,2195.64,40,BOGO
2024-03-12,North,SKU-002,685.51,20,None
2024-03-12,North,SKU-003,2981.39,69,Bundle
2024-03-12,North,SKU-004,2735.8,100,None
2024-03-12,North,SKU-005,3606.93,50,Discount
2024-03-12,North,SKU-006,2453.24,57,Discount
2024-03-12,North,SKU-007,1884.45,27,Bundle
2024-03-12,North,SKU-008,4348.45,61,None
2024-03-12,North,SKU-009,1080.81,45,None
2024-03-12,North,SKU-010,3598.16,130,None
2024-03-12,South,SKU-001,1370.38,24,None
2024-03-12,South,SKU-002,806.6,20,None
2024-03-12,South,SKU-003,4162.78,52,Discount
2024-03-12,South,SKU-004,3278.5,71,Discount
2024-03-12,South,SKU-005,4677.75,134,Flash Sale
2024-03-12,South,SKU-006,2174.68,28,Discount
2024-03-12,South,SKU-007,2286.61,31,Flash Sale
2024-03-12,South,SKU-008,4054.84,220,None
2024-03-12,South,SKU-009,1715.79,37,BOGO
2024-03-12,South,SKU-010,3846.67,122,None
2024-03-12,East,SKU-001,1735.44,49,Bundle
2024-03-12,East,SKU-002,751.58,12,None
2024-03-12,East,SKU-003,2567.13,40,None
2024-03-12,East,SKU-004,4399.22,82,BOGO
2024-03-12,East,SKU-005,3334.82,101,BOGO
2024-03-12,East,SKU-006,2606.28,118,Flash Sale
2024-03-12,East,SKU-007,1093.18,14,None
2024-03-12,East,SKU-008,6099.67,138,Discount
2024-03-12,East,SKU-009,1005.9,19,None
2024-03-12,East,SKU-010,5826.97,127,BOGO
2024-03-12,West,SKU-001,2003.33,80,Discount
2024-03-12,West,SKU-002,617.18,12,None
2024-03-12,West,SKU-003,4457.9,69,Discount
2024-03-12,West,SKU-004,4642.98,105,BOGO
2024-03-12,West,SKU-005,2710.58,139,None
2024-03-12,West,SKU-006,3151.37,40,Flash Sale
2024-03-12,West,SKU-007,1160.61,35,None
2024-03-12,West,SKU-008,4549.09,58,None
2024-03-12,West,SKU-009,1354.72,22,None
2024-03-12,West,SKU-010,7501.45,151,Flash Sale
2024-03-13,North,SKU-001,1223.08,19,None
2024-03-13,North,SKU-002,1371.04,33,Flash Sale
2024-03-13,North,SKU-003,3402.37,223,Discount
2024-03-13,North,SKU-004,3637.67,233,Discount
2024-03-13,North,SKU-005,3031.02,49,Bundle
2024-03-13,North,SKU-006,2119.32,72,Discount
2024-03-13,North,SKU-007,1913.7,73,Discount
2024-03-13,North,SKU-008,5033.69,148,None
2024-03-13,North,SKU-009,1426.3,43,None
2024-03-13,North,SKU-010,3592.74,54,None
2024-03-13,South,SKU-001,2363.89,82,Discount
2024-03-13,South,SKU-002,563.59,14,None
2024-03-13,South,SKU-003,4095.69,53,BOGO
2024-03-13,South,SKU-004,3820.06,91,Discount
2024-03-13,South,SKU-005,3030.58,161,Discount
2024-03-13,South,SKU-006,1855.89,63,None
2024-03-13,South,SKU-007,1632.2,20,Discount
2024-03-13,South,SKU-008,5409.27,90,None
2024-03-13,South,SKU-009,1947.94,34,Discount
2024-03-13,South,SKU-010,6240.33,212,Discount
2024-03-13,East,SKU-001,1742.68,31,Discount
2024-03-13,East,SKU-002,1153.35,38,Flash Sale
2024-03-13,East,SKU-003,4955.86,67,Flash Sale
2024-03-13,East,SKU-004,2501.95,55,None
2024-03-13,East,SKU-005,2038.27,43,None
2024-03-13,East,SKU-006,1739.98,106,None
2024-03-13,East,SKU-007,1545.34,22,None
2024-03-13,East,SKU-008,5756.23,292,Discount
2024-03-13,East,SKU-009,1666.27,29,Discount
2024-03-13,East,SKU-010,6314.48,128,Flash Sale
2024-03-13,West,SKU-001,1470.34,37,None
2024-03-13,West,SKU-002,594.19,37,None
2024-03-13,West,SKU-003,2347.96,36,None
2024-03-13,West,SKU-004,3006.89,53,Discount
2024-03-13,West,SKU-005,2600.28,166,None
2024-03-13,West,SKU-006,1670.85,24,None
2024-03-13,West,SKU-007,1179.56,25,None
2024-03-13,West,SKU-008,7271.9,207,Bundle
2024-03-13,West,SKU-009,1357.86,72,Bundle
2024-03-13,West,SKU-010,5820.83,253,Discount
2024-03-14,North,SKU-001,1187.67,34,None
2024-03-14,North,SKU-002,1145.97,15,Flash Sale
2024-03-14,North,SKU-003,2452.01,61,None
2024-03-14,North,SKU-004,4258.78,143,BOGO
2024-03-14,North,SKU-005,4753.64,77,Flash Sale
2024-03-14,North,SKU-006,1637.62,20,None
2024-03-14,North,SKU-007,1575.97,20,Discount
2024-03-14,North,SKU-008,6600.28,179,BOGO
2024-03-14,North,SKU-009,2267.56,30,BOGO
2024-03-14,North,SKU-010,4121.37,155,None
2024-03-14,South,SKU-001,2349.22,39,BOGO
2024-03-14,South,SKU-002,814.7,13,None
2024-03-14,South,SKU-003,3620.46,166,Discount
2024-03-14,South,SKU-004,3468.56,45,Bundle
2024-03-14,South,SKU-005,2596.98,36,None
2024-03-14,South,SKU-006,1825.56,74,None
2024-03-14,South,SKU-007,1280.41,20,None
2024-03-14,South,SKU-008,7269.79,325,Bundle
2024-03-14,South,SKU-009,2726.13,82,Flash Sale
2024-03-14,South,SKU-010,3676.0,157,None
2024-03-14,East,SKU-001,2524.63,53,Flash Sale
2024-03-14,East,SKU-002,986.01,23,Bundle
2024-03-14,East,SKU-003,3767.37,49,BOGO
2024-03-14,East,SKU-004,3344.47,65,Discount
2024-03-14,East,SKU-005,3065.71,44,Bundle
2024-03-14,East,SKU-006,2601.77,42,Flash Sale
2024-03-14,East,SKU-007,2026.89,66,Discount
2024-03-14,East,SKU-008,4377.48,62,None
2024-03-14,East,SKU-009,1984.48,25,BOGO
2024-03-14,East,SKU-010,3259.08,86,None
2024-03-14,West,SKU-001,1296.05,53,None
2024-03-14,West,SKU-002,1199.83,17,Flash Sale
2024-03-14,West,SKU-003,3024.99,133,None
2024-03-14,West,SKU-004,2383.17,142,None
2024-03-14,West,SKU-005,4196.17,69,Flash Sale
2024-03-14,West,SKU-006,1627.77,30,None
2024-03-14,West,SKU-007,1087.37,28,None
2024-03-14,West,SKU-008,4460.46,282,None
2024-03-14,West,SKU-009,1980.15,73,Flash Sale
2024-03-14,West,SKU-010,4348.6,71,None
2024-03-15,North,SKU-001,1953.22,31,Discount
2024-03-15,North,SKU-002,1018.21,16,Bundle
2024-03-15,North,SKU-003,3254.9,172,Discount
2024-03-15,North,SKU-004,2610.42,99,None
2024-03-15,North,SKU-005,1872.52,27,None
2024-03-15,North,SKU-006,2182.17,31,Bundle
2024-03-15,North,SKU-007,2031.58,47,Discount
2024-03-15,North,SKU-008,4513.67,215,None
2024-03-15,North,SKU-009,2743.03,118,Flash Sale
2024-03-15,North,SKU-010,5317.76,285,Discount
2024-03-15,South,SKU-001,2343.37,36,Flash Sale
2024-03-15,South,SKU-002,793.14,17,None
2024-03-15,South,SKU-003,4673.85,113,BOGO
2024-03-15,South,SKU-004,4123.04,61,Flash Sale
2024-03-15,South,SKU-005,3883.09,176,Flash Sale
2024-03-15,South,SKU-006,1552.77,23,None
2024-03-15,South,SKU-007,1737.96,52,BOGO
2024-03-15,South,SKU-008,4103.38,76,None
2024-03-15,South,SKU-009,1484.87,52,Discount
2024-03-15,South,SKU-010,3545.11,172,None
2024-03-15,East,SKU-001,1448.0,21,None
2024-03-15,East,SKU-002,576.73,27,None
2024-03-15,East,SKU-003,3096.43,81,Discount
2024-03-15,East,SKU-004,4152.18,87,Discount
2024-03-15,East,SKU-005,4100.02,65,BOGO
2024-03-15,East,SKU-006,1776.19,83,None
2024-03-15,East,SKU-007,2947.61,61,Flash Sale
2024-03-15,East,SKU-008,4020.66,60,None
2024-03-15,East,SKU-009,1630.03,23,Bundle
2024-03-15,East,SKU-010,4787.89,80,Discount
2024-03-15,West,SKU-001,1629.56,77,None
2024-03-15,West,SKU-002,1137.15,16,Discount
2024-03-15,West,SKU-003,3049.03,119,None
2024-03-15,West,SKU-004,3925.37,166,BOGO
2024-03-15,West,SKU-005,3077.1,43,Discount
2024-03-15,West,SKU-006,2547.32,41,Flash Sale
2024-03-15,West,SKU-007,2278.61,28,Flash Sale
2024-03-15,West,SKU-008,5876.99,113,None
2024-03-15,West,SKU-009,1321.87,82,Bundle
2024-03-15,West,SKU-010,5642.82,72,Discount
2024-03-16,North,SKU-001,1693.66,38,None
2024-03-16,North,SKU-002,991.48,38,None
2024-03-16,North,SKU-003,4766.59,125,Discount
2024-03-16,North,SKU-004,2621.3,40,None
2024-03-16,North,SKU-005,4671.57,59,Discount
2024-03-16,North,SKU-006,2717.16,112,Bundle
2024-03-16,North,SKU-007,1909.96,40,None
2024-03-16,North,SKU-008,10906.11,265,BOGO
2024-03-16,North,SKU-009,1419.98,29,None
2024-03-16,North,SKU-010,7211.74,121,BOGO
2024-03-16,South,SKU-001,1993.75,27,Bundle
2024-03-16,South,SKU-002,885.56,15,None
2024-03-16,South,SKU-003,4994.57,97,Discount
2024-03-16,South,SKU-004,3431.89,101,None
2024-03-16,South,SKU-005,2871.97,40,None
2024-03-16,South,SKU-006,2636.83,58,Discount
2024-03-16,South,SKU-007,1509.71,33,None
2024-03-16,South,SKU-008,6537.02,244,Bundle
2024-03-16,South,SKU-009,1697.26,22,None
2024-03-16,South,SKU-010,7935.41,218,Flash Sale
2024-03-16,East,SKU-001,2540.16,46,BOGO
2024-03-16,East,SKU-002,1278.42,27,Discount
2024-03-16,East,SKU-003,4541.01,90,Discount
2024-03-16,East,SKU-004,3355.03,116,Bundle
2024-03-16,East,SKU-005,3338.7,51,None
2024-03-16,East,SKU-006,2315.81,60,None
2024-03-16,East,SKU-007,3637.32,125,Flash Sale
2024-03-16,East,SKU-008,9572.95,124,Discount
2024-03-16,East,SKU-009,2508.96,44,Flash Sale
2024-03-16,East,SKU-010,4066.9,123,None
2024-03-16,West,SKU-001,1557.72,25,None
2024-03-16,West,SKU-002,1621.03,27,Flash Sale
2024-03-16,West,SKU-003,4040.58,218,Discount
2024-03-16,West,SKU-004,5352.62,83,Flash Sale
2024-03-16,West,SKU-005,2456.81,32,None
2024-03-16,West,SKU-006,2537.96,42,Bundle
2024-03-16,West,SKU-007,1906.04,43,None
2024-03-16,West,SKU-008,12787.99,248,Flash Sale
2024-03-16,West,SKU-009,1692.3,28,Discount
2024-03-16,West,SKU-010,4412.49,55,None
2024-03-17,North,SKU-001,2184.22,29,BOGO
2024-03-17,North,SKU-002,844.61,23,None
2024-03-17,North,SKU-003,5681.3,91,Flash Sale
2024-03-17,North,SKU-004,4602.6,65,Bundle
2024-03-17,North,SKU-005,3833.48,72,Bundle
2024-03-17,North,SKU-006,1749.69,22,None
2024-03-17,North,SKU-007,3292.81,50,Flash Sale
2024-03-17,North,SKU-008,10038.89,350,Flash Sale
2024-03-17,North,SKU-009,2420.38,46,Discount
2024-03-17,North,SKU-010,4500.83,116,None
2024-03-17,South,SKU-001,2748.53,57,Discount
2024-03-17,South,SKU-002,912.15,15,None
2024-03-17,South,SKU-003,4147.04,109,Bundle
2024-03-17,South,SKU-004,5766.63,89,Flash Sale
2024-03-17,South,SKU-005,3270.02,72,None
2024-03-17,South,SKU-006,2746.86,51,BOGO
2024-03-17,South,SKU-007,2908.29,41,Flash Sale
2024-03-17,South,SKU-008,11932.25,196,Flash Sale
2024-03-17,South,SKU-009,1742.58,25,None
2024-03-17,South,SKU-010,3967.97,246,None
2024-03-17,East,SKU-001,2709.0,42,Flash Sale
2024-03-17,East,SKU-002,889.92,18,None
2024-03-17,East,SKU-003,3525.22,50,None
2024-03-17,East,SKU-004,3743.4,84,Discount
2024-03-17,East,SKU-005,4489.37,63,Flash Sale
2024-03-17,East,SKU-006,1853.79,27,None
2024-03-17,East,SKU-007,2016.09,29,Bundle
2024-03-17,East,SKU-008,9094.26,231,Flash Sale
2024-03-17,East,SKU-009,2042.32,63,Discount
2024-03-17,East,SKU-010,6134.06,83,Discount
2024-03-17,West,SKU-001,3442.53,225,Flash Sale
2024-03-17,West,SKU-002,1305.07,78,Flash Sale
2024-03-17,West,SKU-003,6006.25,123,BOGO
2024-03-17,West,SKU-004,4494.13,58,BOGO
2024-03-17,West,SKU-005,4759.71,60,Flash Sale
2024-03-17,West,SKU-006,2888.61,71,Discount
2024-03-17,West,SKU-007,1800.47,34,None
2024-03-17,West,SKU-008,7007.98,173,None
2024-03-17,West,SKU-009,1398.04,39,None
2024-03-17,West,SKU-010,4628.33,215,None
2024-03-18,North,SKU-001,1414.4,25,None
2024-03-18,North,SKU-002,1521.14,27,Flash Sale
2024-03-18,North,SKU-003,4374.27,172,Discount
2024-03-18,North,SKU-004,3534.48,167,BOGO
2024-03-18,North,SKU-005,3558.97,54,Flash Sale
2024-03-18,North,SKU-006,1332.68,21,None
2024-03-18,North,SKU-007,1377.45,82,None
2024-03-18,North,SKU-008,5927.45,105,None
2024-03-18,North,SKU-009,1696.07,29,BOGO
2024-03-18,North,SKU-010,5088.51,102,Discount
2024-03-18,South,SKU-001,2155.75,31,Discount
2024-03-18,South,SKU-002,1482.27,25,Flash Sale
2024-03-18,South,SKU-003,3211.26,131,Discount
2024-03-18,South,SKU-004,2644.72,50,None
2024-03-18,South,SKU-005,1965.7,26,None
2024-03-18,South,SKU-006,1384.77,41,None
2024-03-18,South,SKU-007,1120.89,23,None
2024-03-18,South,SKU-008,9259.18,324,BOGO
2024-03-18,South,SKU-009,1207.65,73,None
2024-03-18,South,SKU-010,3934.66,70,None
2024-03-18,East,SKU-001,2124.93,53,Discount
2024-03-18,East,SKU-002,1186.57,26,BOGO
2024-03-18,East,SKU-003,2400.4,153,None
2024-03-18,East,SKU-004,2666.05,47,None
2024-03-18,East,SKU-005,1971.54,52,None
2024-03-18,East,SKU-006,2611.88,47,BOGO
2024-03-18,East,SKU-007,1156.03,18,None
2024-03-18,East,SKU-008,4356.74,257,None
2024-03-18,East,SKU-009,1220.72,18,None
2024-03-18,East,SKU-010,6351.16,282,Discount
2024-03-18,West,SKU-001,1604.76,66,Discount
2024-03-18,West,SKU-002,768.13,10,None
2024-03-18,West,SKU-003,3505.27,125,Discount
2024-03-18,West,SKU-004,2354.19,46,None
2024-03-18,West,SKU-005,3216.24,47,Discount
2024-03-18,West,SKU-006,3137.5,76,Flash Sale
2024-03-18,West,SKU-007,1687.21,60,Discount
2024-03-18,West,SKU-008,8238.5,379,Discount
2024-03-18,West,SKU-009,1469.87,51,Discount
2024-03-18,West,SKU-010,5005.94,113,Bundle
2024-03-19,North,SKU-001,2226.58,40,Discount
2024-03-19,North,SKU-002,1299.78,25,Flash Sale
2024-03-19,North,SKU-003,5105.86,74,BOGO
2024-03-19,North,SKU-004,2824.19,164,Bundle
2024-03-19,North,SKU-005,3372.45,98,Discount
2024-03-19,North,SKU-006,2521.87,112,BOGO
2024-03-19,North,SKU-007,2081.89,76,BOGO
2024-03-19,North,SKU-008,5765.09,99,Discount
2024-03-19,North,SKU-009,1663.86,46,BOGO
2024-03-19,North,SKU-010,3668.94,233,None
2024-03-19,South,SKU-001,2000.54,38,BOGO
2024-03-19,South,SKU-002,1306.06,25,BOGO
2024-03-19,South,SKU-003,4777.96,165,Flash Sale
2024-03-19,South,SKU-004,2951.15,89,Discount
2024-03-19,South,SKU-005,2396.86,42,None
2024-03-19,South,SKU-006,2894.17,80,Flash Sale
2024-03-19,South,SKU-007,1536.92,32,Discount
2024-03-19,South,SKU-008,5941.05,140,None
2024-03-19,South,SKU-009,1189.11,21,None
2024-03-19,South,SKU-010,6723.94,410,Flash Sale
2024-03-19,East,SKU-001,1493.14,21,None
2024-03-19,East,SKU-002,819.92,24,None
2024-03-19,East,SKU-003,4261.99,85,Flash Sale
2024-03-19,East,SKU-004,2343.0,145,None
2024-03-19,East,SKU-005,2536.27,37,Bundle
2024-03-19,East,SKU-006,2092.88,32,Discount
2024-03-19,East,SKU-007,2116.45,32,Flash Sale
2024-03-19,East,SKU-008,6747.21,166,Bundle
2024-03-19,East,SKU-009,1571.4,27,Bundle
2024-03-19,East,SKU-010,4498.88,59,None
2024-03-19,West,SKU-001,1146.14,63,None
2024-03-19,West,SKU-002,602.27,7,None
2024-03-19,West,SKU-003,4658.13,224,Flash Sale
2024-03-19,West,SKU-004,4516.65,90,BOGO
2024-03-19,West,SKU-005,2732.24,38,None
2024-03-19,West,SKU-006,2652.88,149,Discount
2024-03-19,West,SKU-007,1578.49,79,None
2024-03-19,West,SKU-008,8544.58,128,BOGO
2024-03-19,West,SKU-009,2090.86,80,Flash Sale
2024-03-19,West,SKU-010,4088.06,179,None
2024-03-20,North,SKU-001,2586.24,40,BOGO
2024-03-20,North,SKU-002,1410.85,24,Flash Sale
2024-03-20,North,SKU-003,3974.27,68,Discount
2024-03-20,North,SKU-004,3258.48,52,Discount
2024-03-20,North,SKU-005,2727.04,42,Discount
2024-03-20,North,SKU-006,1546.4,22,None
2024-03-20,North,SKU-007,1994.19,31,Discount
2024-03-20,North,SKU-008,7496.1,376,Discount
2024-03-20,North,SKU-009,1298.46,81,Bundle
2024-03-20,North,SKU-010,5467.84,136,Discount
2024-03-20,South,SKU-001,1545.23,54,Bundle
2024-03-20,South,SKU-002,1243.77,35,BOGO
2024-03-20,South,SKU-003,3801.21,54,Bundle
2024-03-20,South,SKU-004,2921.12,99,None
2024-03-20,South,SKU-005,3554.32,80,BOGO
2024-03-20,South,SKU-006,2557.84,93,Discount
2024-03-20,South,SKU-007,1816.93,30,Discount
2024-03-20,South,SKU-008,4266.24,59,None
2024-03-20,South,SKU-009,1086.22,14,None
2024-03-20,South,SKU-010,3586.92,78,None
2024-03-20,East,SKU-001,1726.9,76,Bundle
2024-03-20,East,SKU-002,663.01,23,None
2024-03-20,East,SKU-003,5235.28,109,Flash Sale
2024-03-20,East,SKU-004,2447.2,62,None
2024-03-20,East,SKU-005,2466.4,39,None
2024-03-20,East,SKU-006,2739.52,100,Flash Sale
2024-03-20,East,SKU-007,1389.37,28,None
2024-03-20,East,SKU-008,6505.19,294,Bundle
2024-03-20,East,SKU-009,1282.95,16,None
2024-03-20,East,SKU-010,4685.9,64,Discount
2024-03-20,West,SKU-001,1770.24,35,Discount
2024-03-20,West,SKU-002,877.76,15,Discount
2024-03-20,West,SKU-003,5004.54,231,Flash Sale
2024-03-20,West,SKU-004,3501.62,134,Discount
2024-03-20,West,SKU-005,3060.56,90,Discount
2024-03-20,West,SKU-006,2515.39,119,Discount
2024-03-20,West,SKU-007,1907.17,27,Bundle
2024-03-20,West,SKU-008,6036.55,101,Discount
2024-03-20,West,SKU-009,1060.42,14,None
2024-03-20,West,SKU-010,4687.45,80,None
2024-03-21,North,SKU-001,2504.72,94,Flash Sale
2024-03-21,North,SKU-002,1135.91,43,Discount
2024-03-21,North,SKU-003,2856.52,36,None
2024-03-21,North,SKU-004,2494.28,80,None
2024-03-21,North,SKU-005,1904.47,118,None
2024-03-21,North,SKU-006,2608.76,53,Discount
2024-03-21,North,SKU-007,1475.57,22,None
2024-03-21,North,SKU-008,4578.78,72,None
2024-03-21,North,SKU-009,1569.71,41,Bundle
2024-03-21,North,SKU-010,5900.41,187,Discount
2024-03-21,South,SKU-001,1478.44,38,Bundle
2024-03-21,South,SKU-002,1302.74,19,BOGO
2024-03-21,South,SKU-003,3024.54,50,Bundle
2024-03-21,South,SKU-004,2153.06,51,None
2024-03-21,South,SKU-005,3466.96,143,Discount
2024-03-21,South,SKU-006,1735.12,33,Bundle
2024-03-21,South,SKU-007,2401.04,37,Flash Sale
2024-03-21,South,SKU-008,8123.84,205,Discount
2024-03-21,South,SKU-009,1437.65,19,None
2024-03-21,South,SKU-010,6145.3,85,Bundle
2024-03-21,East,SKU-001,1279.45,21,None
2024-03-21,East,SKU-002,1077.3,25,BOGO
2024-03-21,East,SKU-003,3560.24,201,Discount
2024-03-21,East,SKU-004,4545.56,197,BOGO
2024-03-21,East,SKU-005,3107.1,46,Bundle
2024-03-21,East,SKU-006,2406.31,30,BOGO
2024-03-21,East,SKU-007,2038.17,82,Bundle
2024-03-21,East,SKU-008,5013.07,148,None
2024-03-21,East,SKU-009,1116.81,33,None
2024-03-21,East,SKU-010,4465.26,252,Discount
2024-03-21,West,SKU-001,2234.16,97,Discount
2024-03-21,West,SKU-002,844.12,19,Bundle
2024-03-21,West,SKU-003,2257.35,94,None
2024-03-21,West,SKU-004,3908.73,82,Discount
2024-03-21,West,SKU-005,2750.47,44,None
2024-03-21,West,SKU-006,1968.91,70,None
2024-03-21,West,SKU-007,1226.95,71,None
2024-03-21,West,SKU-008,7148.44,120,BOGO
2024-03-21,West,SKU-009,2231.47,28,Flash Sale
2024-03-21,West,SKU-010,4577.94,61,None
2024-03-22,North,SKU-001,1718.47,39,Discount
2024-03-22,North,SKU-002,1263.54,52,BOGO
2024-03-22,North,SKU-003,3468.81,82,Discount
2024-03-22,North,SKU-004,3229.22,157,Discount
2024-03-22,North,SKU-005,3081.88,78,Bundle
2024-03-22,North,SKU-006,2617.29,53,Flash Sale
